#       r             R(r)          X(r)=rR(r)          Veff
  1.717931e+01   2.283238e-29   3.922444e-28  -4.656765e-01
  1.735196e+01   1.144214e-29   1.985436e-28  -4.610429e-01
  1.752635e+01   5.694337e-30   9.980095e-29  -4.564555e-01
  1.770250e+01   2.814026e-30   4.981528e-29  -4.519137e-01
  1.788041e+01   1.380801e-30   2.468929e-29  -4.474171e-01
  1.806011e+01   6.726993e-31   1.214902e-29  -4.429652e-01
  1.824162e+01   3.253615e-31   5.935120e-30  -4.385576e-01
  1.842495e+01   1.562193e-31   2.878333e-30  -4.341939e-01
  1.861012e+01   7.445508e-32   1.385618e-30  -4.298736e-01
  1.879716e+01   3.522188e-32   6.620712e-31  -4.255963e-01
  1.898607e+01   1.653698e-32   3.139723e-31  -4.213615e-01
  1.917688e+01   7.705349e-33   1.477646e-31  -4.171689e-01
  1.936962e+01   3.562763e-33   6.900935e-32  -4.130180e-01
  1.956428e+01   1.634580e-33   3.197939e-32  -4.089084e-01
  1.976091e+01   7.440734e-34   1.470357e-32  -4.048397e-01
  1.995951e+01   3.360322e-34   6.707037e-33  -4.008115e-01
  2.016010e+01   1.505450e-34   3.035003e-33  -3.968233e-01
  2.036272e+01   6.690164e-35   1.362299e-33  -3.928749e-01
  2.056737e+01   2.948874e-35   6.065057e-34  -3.889657e-01
  2.077407e+01   1.289106e-35   2.677997e-34  -3.850954e-01
  2.098285e+01   5.588521e-36   1.172631e-34  -3.812637e-01
  2.119374e+01   2.402394e-36   5.091571e-35  -3.774700e-01
  2.140674e+01   1.023984e-36   2.192017e-35  -3.737141e-01
  2.162188e+01   4.327192e-37   9.356202e-36  -3.699956e-01
  2.183918e+01   1.812777e-37   3.958957e-36  -3.663141e-01
  2.205867e+01   7.527824e-38   1.660538e-36  -3.626692e-01
  2.228036e+01   3.098433e-38   6.903420e-37  -3.590606e-01
  2.250428e+01   1.263929e-38   2.844381e-37  -3.554879e-01
  2.273045e+01   5.109416e-39   1.161394e-37  -3.519507e-01
  2.295890e+01   2.046668e-39   4.698925e-38  -3.484488e-01
  2.318964e+01   8.122883e-40   1.883667e-38  -3.449816e-01
  2.342270e+01   3.193877e-40   7.480922e-39  -3.415490e-01
  2.365810e+01   1.244026e-40   2.943130e-39  -3.381505e-01
  2.389587e+01   4.799565e-41   1.146898e-39  -3.347859e-01
  2.413603e+01   1.833971e-41   4.426478e-40  -3.314547e-01
  2.437860e+01   6.939976e-42   1.691869e-40  -3.281567e-01
  2.462361e+01   2.600486e-42   6.403334e-41  -3.248915e-01
  2.487108e+01   9.648011e-43   2.399564e-41  -3.216587e-01
  2.512104e+01   3.543749e-43   8.902266e-42  -3.184582e-01
  2.537351e+01   1.288501e-43   3.269379e-42  -3.152895e-01
  2.562852e+01   4.637213e-44   1.188449e-42  -3.121523e-01
  2.588609e+01   1.651709e-44   4.275629e-43  -3.090463e-01
  2.614625e+01   5.821934e-45   1.522217e-43  -3.059713e-01
  2.640902e+01   2.030535e-45   5.362444e-44  -3.029268e-01
  2.667444e+01   7.006726e-46   1.869005e-44  -2.999126e-01
  2.694252e+01   2.391842e-46   6.444225e-45  -2.969284e-01
  2.721329e+01   8.076313e-47   2.197831e-45  -2.939740e-01
  2.748679e+01   2.697163e-47   7.413635e-46  -2.910489e-01
  2.776304e+01   8.907665e-48   2.473039e-46  -2.881529e-01
  2.804206e+01   2.908923e-48   8.157221e-47  -2.852857e-01
  2.832389e+01   9.392048e-49   2.660193e-47  -2.824471e-01
  2.860855e+01   2.997751e-49   8.576131e-48  -2.796367e-01
  2.889607e+01   9.457683e-50   2.732899e-48  -2.768542e-01
  2.918648e+01   2.948995e-50   8.607078e-49  -2.740995e-01
  2.947981e+01   9.086754e-51   2.678758e-49  -2.713722e-01
  2.977609e+01   2.766519e-51   8.237611e-50  -2.686720e-01
  3.007534e+01   8.321329e-52   2.502668e-50  -2.659986e-01
  3.037760e+01   2.472458e-52   7.510736e-51  -2.633519e-01
  3.068290e+01   7.255794e-53   2.226288e-51  -2.607315e-01
  3.099127e+01   2.102821e-53   6.516909e-52  -2.581372e-01
  3.130274e+01   6.017578e-54   1.883667e-52  -2.555687e-01
  3.161734e+01   1.700135e-54   5.375373e-53  -2.530257e-01
  3.193510e+01   4.741613e-55   1.514239e-53  -2.505081e-01
  3.225605e+01   1.305234e-55   4.210170e-54  -2.480155e-01
  3.258023e+01   3.545747e-56   1.155212e-54  -2.455477e-01
  3.290767e+01   9.504305e-57   3.127645e-55  -2.431044e-01
  3.323839e+01   2.513401e-57   8.354142e-56  -2.406855e-01
  3.357244e+01   6.556419e-58   2.201150e-56  -2.382907e-01
  3.390985e+01   1.686819e-58   5.719980e-57  -2.359196e-01
  3.425065e+01   4.279569e-59   1.465780e-57  -2.335722e-01
  3.459488e+01   1.070514e-59   3.703430e-58  -2.312481e-01
  3.494256e+01   2.639831e-60   9.224247e-59  -2.289471e-01
  3.529374e+01   6.416241e-61   2.264531e-59  -2.266691e-01
  3.564845e+01   1.536859e-61   5.478663e-60  -2.244137e-01
  3.600672e+01   3.627130e-62   1.306011e-60  -2.221807e-01
  3.636860e+01   8.433227e-63   3.067046e-61  -2.199700e-01
  3.673411e+01   1.931304e-63   7.094472e-62  -2.177813e-01
  3.710329e+01   4.355687e-64   1.616103e-62  -2.156143e-01
  3.747618e+01   9.672391e-65   3.624843e-63  -2.134689e-01
  3.785283e+01   2.114475e-65   8.003887e-64  -2.113449e-01
  3.823325e+01   4.549694e-66   1.739496e-64  -2.092419e-01
  3.861750e+01   9.633629e-67   3.720267e-65  -2.071599e-01
  3.900562e+01   2.006975e-67   7.828331e-66  -2.050987e-01
  3.939763e+01   4.112945e-68   1.620403e-66  -2.030579e-01
  3.979358e+01   8.289637e-69   3.298743e-67  -2.010374e-01
  4.019351e+01   1.642861e-69   6.603236e-68  -1.990371e-01
  4.059747e+01   3.200798e-70   1.299443e-68  -1.970566e-01
  4.100548e+01   6.129366e-71   2.513376e-69  -1.950959e-01
  4.141759e+01   1.153395e-71   4.777084e-70  -1.931547e-01
  4.183384e+01   2.132307e-72   8.920259e-71  -1.912327e-01
  4.225428e+01   3.871970e-73   1.636073e-71  -1.893299e-01
  4.267894e+01   6.904376e-74   2.946715e-72  -1.874461e-01
  4.310787e+01   1.208716e-74   5.210518e-73  -1.855810e-01
  4.354111e+01   2.076952e-75   9.043282e-74  -1.837344e-01
  4.397871e+01   3.502061e-76   1.540161e-74  -1.819062e-01
  4.442070e+01   5.793032e-77   2.573306e-75  -1.800962e-01
  4.486714e+01   9.398541e-78   4.216856e-76  -1.783042e-01
  4.531806e+01   1.495106e-78   6.775530e-77  -1.765301e-01
  4.577351e+01   2.331430e-79   1.067177e-77  -1.747736e-01
  4.623355e+01   3.562790e-80   1.647204e-78  -1.730345e-01
  4.669820e+01   5.333978e-81   2.490872e-79  -1.713128e-01
  4.716753e+01   7.821280e-82   3.689104e-80  -1.696082e-01
  4.764157e+01   1.122894e-82   5.349643e-81  -1.679206e-01
  4.812037e+01   1.577972e-83   7.593261e-82  -1.662498e-01
  4.860399e+01   2.169806e-84   1.054612e-82  -1.645955e-01
  4.909247e+01   2.918509e-85   1.432768e-83  -1.629578e-01
  4.958586e+01   3.838599e-86   1.903402e-84  -1.613363e-01
  5.008420e+01   4.935201e-87   2.471756e-85  -1.597310e-01
  5.058756e+01   6.200138e-88   3.136499e-86  -1.581417e-01
  5.109597e+01   7.608542e-89   3.887658e-87  -1.565681e-01
  5.160949e+01   9.116725e-90   4.705095e-88  -1.550102e-01
  5.212818e+01   1.066208e-90   5.557948e-89  -1.534679e-01
  5.265207e+01   1.216559e-91   6.405437e-90  -1.519408e-01
  5.318124e+01   1.353720e-92   7.199253e-91  -1.504290e-01
  5.371572e+01   1.468381e-93   7.887515e-92  -1.489322e-01
  5.425557e+01   1.551906e-94   8.419954e-93  -1.474503e-01
  5.480085e+01   1.597364e-95   8.753691e-94  -1.459831e-01
  5.535160e+01   1.600449e-96   8.858740e-95  -1.445306e-01
  5.590790e+01   1.560118e-97   8.722293e-96  -1.430925e-01
  5.646978e+01   1.478840e-98   8.350976e-97  -1.416687e-01
  5.703731e+01   1.362362e-99   7.770547e-98  -1.402591e-01
  5.761055e+01  1.219050e-100   7.023015e-99  -1.388635e-01
  5.818954e+01  1.058880e-101  6.161575e-100  -1.374818e-01
  5.877436e+01  8.922671e-103  5.244242e-101  -1.361138e-01
  5.936505e+01  7.289194e-104  4.327234e-102  -1.347594e-01
  5.996168e+01  5.769002e-105  3.459190e-103  -1.334186e-01
  6.056430e+01  4.420213e-106  2.677071e-104  -1.320910e-01
  6.117298e+01  3.276240e-107  2.004174e-105  -1.307767e-01
  6.178778e+01  2.347196e-108  1.450280e-106  -1.294754e-01
  6.240876e+01  1.624037e-109  1.013541e-107  -1.281871e-01
  6.303598e+01  1.084242e-110  6.834625e-109  -1.269117e-01
  6.366950e+01  6.977961e-112  4.442833e-110  -1.256489e-01
  6.430939e+01  4.324799e-113  2.781252e-111  -1.243986e-01
  6.495571e+01  2.578540e-114  1.674909e-112  -1.231608e-01
  6.560852e+01  1.477263e-115  9.692102e-114  -1.219354e-01
  6.626790e+01  8.122489e-117  5.382603e-115  -1.207221e-01
  6.693390e+01  4.280582e-118  2.865160e-116  -1.195209e-01
  6.760660e+01  2.159194e-119  1.459758e-117  -1.183316e-01
  6.828606e+01  1.040885e-120  7.107795e-119  -1.171542e-01
  6.897235e+01  4.787744e-122  3.302219e-120  -1.159885e-01
  6.966553e+01  2.097550e-123  1.461269e-121  -1.148344e-01
  7.036568e+01  8.7
